"","Player","Game","Team","Cmp","PassAtt","PassYds","PassTD","PassInt","Sk","YdsLost","PassLng","Rate","RushAtt","RushYds","RushTD","RushLng","Tgt","Rec","RecYds","RecTD","RecLng","Fmb","FL","FirstDPass","FirstDPassPer","IAY","IAYPerPA","CAY","CAYPerCmp","CAYPerPA","PassYAC","YACPerCmp","PassDrops","DropPer","BadThrow","BadPer","Bltz","Hrry","Hits","Prss","PrssPer","Scrm","YdsPerScr","FirstDRush","RushYBC","YBCPerAtt","RushYAC","YACPerAtt","RushBrkTkl","AttPerBr","FirstDRec","RecYBC","YBCPerR","RecYAC","YACPerR","ADOT","RecBrkTkl","RecPerBr","RecDrop","DropPerRec","RecInt","Rat"
"9173","D.K. Metcalf","202010250crd","SEA","0","0","0","0","0","0","0","0","","0","0","0","0","5","2","23","0","17","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","2","1.0","21","10.5","15.0","0","","0","0.0","1","15.0"
"9174","Dan Arnold","202010250crd","ARI","0","0","0","0","0","0","0","0","","0","0","0","0","3","2","57","0","41","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","24","12.0","33","16.5","19.0","0","","0","0.0","0","109.7"
"9175","Darrell Daniels","202010250crd","ARI","0","0","0","0","0","0","0","0","","0","0","0","0","1","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","0","","0","","15.0","0","","1","100.0","0","39.6"
"9176","David Moore","202010250crd","SEA","0","0","0","0","0","0","0","0","","1","4","0","4","3","3","54","0","18","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","2","2.0","2","2.0","0","","3","32","10.7","22","7.3","10.7","0","","0","0.0","0","118.7"
"9177","DeAndre Hopkins","202010250crd","ARI","0","0","0","0","0","0","0","0","","0","0","0","0","12","10","103","1","35","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","82","8.2","21","2.1","13.4","0","","0","0.0","0","130.2"
"9178","DeeJay Dallas","202010250crd","SEA","0","0","0","0","0","0","0","0","","0","0","0","0","3","2","18","0","10","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","4","2.0","14","7.0","3.0","0","","0","0.0","0","82.6"
"9179","Freddie Swain","202010250crd","SEA","0","0","0","0","0","0","0","0","","0","0","0","0","1","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","0","","0","","8.0","0","","0","0.0","0","39.6"
"9180","Greg Olsen","202010250crd","SEA","0","0","0","0","0","0","0","0","","0","0","0","0","3","2","18","0","13","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","14","7.0","4","2.0","12.3","0","","0","0.0","0","82.6"
"9181","Jacob Hollister","202010250crd","SEA","0","0","0","0","0","0","0","0","","0","0","0","0","3","3","22","0","17","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","10","3.3","12","4.0","3.3","0","","0","0.0","0","97.2"
"9182","Kenyan Drake","202010250crd","ARI","0","0","0","0","0","0","0","0","","14","34","0","9","2","1","7","0","7","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","19","1.4","15","1.1","0","","0","3","3.0","4","4.0","-0.5","0","","1","50.0","0","58.3"
"9183","Kyler Murray","202010250crd","ARI","34","48","360","3","1","0","0","41","104.5","14","67","1","18","0","0","0","0","0","2","0","17","35.4","387","8.1","185","5.4","3.9","175","5.1","3","6.8%","7","15.9%","3","5","0","5","9.6%","4","8.8","5","47","3.4","20","1.4","1","14.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9184","Larry Fitzgerald","202010250crd","ARI","0","0","0","0","0","0","0","0","","0","0","0","0","8","8","62","0","12","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","37","4.6","25","3.1","4.6","0","","0","0.0","0","99.0"
"9185","Russell Wilson","202010250crd","SEA","33","50","388","3","3","2","16","47","84.4","6","84","0","34","0","0","0","0","0","0","0","21","40.4","451","9.0","230","7.0","4.6","158","4.8","2","4.2%","9","18.8%","26","6","7","15","26.3%","5","10.0","3","81","13.5","3","0.5","0","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9186","Travis Homer","202010250crd","SEA","0","0","0","0","0","0","0","0","","3","10","0","6","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","8","2.7","2","0.7","1","3.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9187","Tyler Lockett","202010250crd","SEA","0","0","0","0","0","0","0","0","","0","0","0","0","20","15","200","3","47","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11","163","10.9","37","2.5","11.7","1","15.0","2","10.0","1","125.0"
"9188","Will Dissly","202010250crd","SEA","0","0","0","0","0","0","0","0","","0","0","0","0","4","2","38","0","28","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","9","4.5","29","14.5","5.8","0","","0","0.0","0","83.3"
"9189","Brandon Aiyuk","202011010sea","SFO","0","0","0","0","0","0","0","0","","0","0","0","0","10","8","91","1","33","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","67","8.4","24","3.0","9.3","0","","0","0.0","0","137.9"
"9190","D.K. Metcalf","202011010sea","SEA","0","0","0","0","0","0","0","0","","0","0","0","0","15","12","161","2","46","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8","97","8.1","64","5.3","9.7","1","12.0","0","0.0","0","151.0"
"9191","David Moore","202011010sea","SEA","0","0","0","0","0","0","0","0","","2","28","0","15","3","3","18","1","7","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","21","10.5","7","3.5","0","","2","12","4.0","6","2.0","4.0","0","","0","0.0","0","131.2"
"9192","DeeJay Dallas","202011010sea","SEA","0","0","0","0","0","0","0","0","","18","41","1","9","5","5","17","1","5","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","18","1.0","23","1.3","0","","1","3","0.6","14","2.8","0.6","0","","0","0.0","0","120.4"
"9193","George Kittle","202011010sea","SFO","0","0","0","0","0","0","0","0","","0","0","0","0","4","2","39","0","25","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","22","11.0","17","8.5","10.8","0","","1","25.0","1","44.8"
"9194","Greg Olsen","202011010sea","SEA","0","0","0","0","0","0","0","0","","0","0","0","0","4","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","0","","0","","4.3","0","","0","0.0","0","39.6"
"9195","Jacob Hollister","202011010sea","SEA","0","0","0","0","0","0","0","0","","0","0","0","0","2","1","6","0","6","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","-2","-2.0","8","8.0","1.5","0","","1","50.0","0","56.2"
"9196","Jamycal Hasty","202011010sea","SFO","0","0","0","0","0","0","0","0","","12","29","1","5","1","1","2","0","2","1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","19","1.6","10","0.8","0","","0","0","0.0","2","2.0","0.0","0","","0","0.0","0","79.2"
"9197","Jerick McKinnon","202011010sea","SFO","0","0","0","0","0","0","0","0","","3","-1","1","1","4","4","40","0","14","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","-2","-0.7","1","0.3","0","","3","16","4.0","24","6.0","4.0","0","","0","0.0","0","108.3"
"9198","Jimmy Garoppolo","202011010sea","SFO","11","16","84","0","1","3","23","19","55.2","4","4","0","3","0","0","0","0","0","1","0","4","21.1","106","6.6","60","5.5","3.8","24","2.2","1","6.3%","2","12.5%","10","2","1","6","30.0%","1","2.0","1","3","0.8","1","0.3","0","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9199","Kendrick Bourne","202011010sea","SFO","0","0","0","0","0","0","0","0","","0","0","0","0","10","8","81","0","20","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","57","7.1","24","3.0","7.3","1","8.0","0","0.0","0","100.4"
"9200","Kyle Juszczyk","202011010sea","SFO","0","0","0","0","0","0","0","0","","0","0","0","0","2","2","21","0","13","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","17","8.5","4","2.0","8.5","0","","0","0.0","0","110.4"
"9201","Nick Bellore","202011010sea","SEA","0","0","0","0","0","0","0","0","","1","5","0","5","1","1","9","0","9","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","1","1.0","4","4.0","0","","1","3","3.0","6","6.0","3.0","0","","0","0.0","0","104.2"
"9202","Nick Mullens","202011010sea","SFO","18","25","238","2","0","0","0","33","128.4","0","0","0","0","0","0","0","0","0","0","0","12","48.0","185","7.4","148","8.2","5.9","90","5.0","0","0.0%","3","12.5%","14","0","4","4","16.0%","0","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9203","Ross Dwelley","202011010sea","SFO","0","0","0","0","0","0","0","0","","0","0","0","0","4","1","16","1","16","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","11","11.0","5","5.0","7.5","0","","0","0.0","0","83.3"
"9204","Russell Wilson","202011010sea","SEA","27","37","261","4","0","2","12","46","128.3","6","23","0","21","0","0","0","0","0","0","0","16","41.0","260","7.0","133","4.9","3.6","128","4.7","1","2.8%","6","16.7%","18","5","1","8","20.0%","1","21.0","1","23","3.8","0","0.0","0","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9205","Tevin Coleman","202011010sea","SFO","0","0","0","0","0","0","0","0","","3","20","0","12","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","8","2.7","12","4.0","0","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9206","Travis Homer","202011010sea","SEA","0","0","0","0","0","0","0","0","","1","4","0","4","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","2","2.0","2","2.0","0","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9207","Trent Taylor","202011010sea","SFO","0","0","0","0","0","0","0","0","","0","0","0","0","5","3","32","0","29","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","18","6.0","14","4.7","4.2","0","","0","0.0","0","78.7"
"9208","Tyler Lockett","202011010sea","SEA","0","0","0","0","0","0","0","0","","0","0","0","0","5","4","33","0","12","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","23","5.8","10","2.5","14.4","0","","0","0.0","0","94.2"
"9209","Will Dissly","202011010sea","SEA","0","0","0","0","0","0","0","0","","0","0","0","0","1","1","17","0","17","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","-3","-3.0","20","20.0","-3.0","0","","0","0.0","0","118.7"
"9210","Alex Collins","202011080buf","SEA","0","0","0","0","0","0","0","0","","2","5","0","8","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","0","0.0","5","2.5","0","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9211","Cole Beasley","202011080buf","BUF","0","0","0","0","0","0","0","0","","0","0","0","0","3","3","39","0","23","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","33","11.0","6","2.0","11.0","0","","0","0.0","0","118.7"
"9212","D.K. Metcalf","202011080buf","SEA","0","0","0","0","0","0","0","0","","0","0","0","0","9","7","108","1","41","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","88","12.6","20","2.9","12.7","1","7.0","0","0.0","1","114.1"
"9213","David Moore","202011080buf","SEA","0","0","0","0","0","0","0","0","","0","0","0","0","6","4","71","1","55","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","70","17.5","1","0.3","12.8","0","","0","0.0","0","146.5"
"9214","DeeJay Dallas","202011080buf","SEA","0","0","0","0","0","0","0","0","","7","31","1","10","2","2","8","0","5","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","20","2.9","11","1.6","0","","0","2","1.0","6","3.0","1.0","0","","0","0.0","0","83.3"
"9215","Devin Singletary","202011080buf","BUF","0","0","0","0","0","0","0","0","","2","1","0","2","3","3","33","0","22","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0.0","1","0.5","0","","1","2","0.7","31","10.3","0.7","0","","0","0.0","0","112.5"
"9216","Freddie Swain","202011080buf","SEA","0","0","0","0","0","0","0","0","","0","0","0","0","2","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","0","","0","","16.5","0","","0","0.0","0","39.6"
"9217","Gabriel Davis","202011080buf","BUF","0","0","0","0","0","0","0","0","","0","0","0","0","5","4","70","1","39","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","49","12.3","21","5.3","10.8","0","","0","0.0","0","158.3"
"9218","Greg Olsen","202011080buf","SEA","0","0","0","0","0","0","0","0","","0","0","0","0","3","2","13","0","8","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","9","4.5","4","2.0","6.3","0","","0","0.0","0","75.7"
"9219","Isaiah McKenzie","202011080buf","BUF","0","0","0","0","0","0","0","0","","1","1","0","1","1","1","25","1","25","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0.0","1","1.0","0","","1","24","24.0","1","1.0","24.0","0","","0","0.0","0","158.3"
"9220","Jacob Hollister","202011080buf","SEA","0","0","0","0","0","0","0","0","","0","0","0","0","7","5","60","0","19","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","37","7.4","23","4.6","6.0","0","","0","0.0","1","57.7"
"9221","John Brown","202011080buf","BUF","0","0","0","0","0","0","0","0","","0","0","0","0","11","8","99","0","33","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","42","5.3","57","7.1","8.1","0","","0","0.0","0","100.2"
"9222","Josh Allen","202011080buf","BUF","31","38","415","3","0","7","29","39","138.5","7","14","1","7","0","0","0","0","0","0","0","19","42.2","341","9.0","221","7.1","5.8","194","6.3","1","2.6%","6","15.8%","26","3","2","12","25.0%","3","4.7","1","11","1.6","3","0.4","0","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9223","Russell Wilson","202011080buf","SEA","28","41","390","2","2","5","28","55","94.6","2","5","1","4","0","0","0","0","0","2","2","15","32.6","380","9.3","245","8.8","6.0","145","5.2","0","0.0%","6","15.0%","18","4","8","17","36.2%","1","4.0","1","3","1.5","2","1.0","0","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9224","Stefon Diggs","202011080buf","BUF","0","0","0","0","0","0","0","0","","0","0","0","0","12","9","118","0","25","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","63","7.0","55","6.1","10.9","0","","1","8.3","0","105.6"
"9225","Travis Homer","202011080buf","SEA","0","0","0","0","0","0","0","0","","6","16","0","11","3","3","64","0","50","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","9","1.5","7","1.2","0","","2","-1","-0.3","65","21.7","-0.3","1","3.0","0","0.0","0","118.7"
"9226","Tyler Kroft","202011080buf","BUF","0","0","0","0","0","0","0","0","","0","0","0","0","1","1","1","1","1","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1.0","0","0.0","1.0","0","","0","0.0","0","118.7"
"9227","Tyler Lockett","202011080buf","SEA","0","0","0","0","0","0","0","0","","0","0","0","0","7","4","40","0","12","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","30","7.5","10","2.5","11.9","0","","0","0.0","0","73.5"
"9228","Will Dissly","202011080buf","SEA","0","0","0","0","0","0","0","0","","0","0","0","0","1","1","26","0","26","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","10","10.0","16","16.0","10.0","0","","0","0.0","0","118.7"
"9229","Zack Moss","202011080buf","BUF","0","0","0","0","0","0","0","0","","9","18","1","7","2","2","30","0","20","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","5","0.6","13","1.4","0","","2","7","3.5","23","11.5","3.5","0","","0","0.0","0","118.7"
"9230","Alex Collins","202011150ram","SEA","0","0","0","0","0","0","0","0","","11","43","1","13","2","1","4","0","4","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","22","2.0","21","1.9","0","","0","3","3.0","1","1.0","5.5","0","","0","0.0","0","56.2"
"9231","Cam Akers","202011150ram","LAR","0","0","0","0","0","0","0","0","","10","38","0","17","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","15","1.5","23","2.3","2","5.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9232","Cooper Kupp","202011150ram","LAR","0","0","0","0","0","0","0","0","","0","0","0","0","7","5","50","0","31","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","30","6.0","20","4.0","8.6","0","","0","0.0","0","91.4"
"9233","D.K. Metcalf","202011150ram","SEA","0","0","0","0","0","0","0","0","","0","0","0","0","4","2","28","0","19","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","24","12.0","4","2.0","19.3","0","","0","0.0","0","72.9"
"9234","Darrell Henderson","202011150ram","LAR","0","0","0","0","0","0","0","0","","7","28","1","16","1","1","5","0","5","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","18","2.6","10","1.4","0","","0","-5","-5.0","10","10.0","-5.0","0","","0","0.0","0","87.5"
"9235","David Moore","202011150ram","SEA","0","0","0","0","0","0","0","0","","1","2","0","2","3","2","16","0","9","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2","2.0","0","0.0","0","","","1","0.5","15","7.5","1.7","0","","1","33.3","0","79.9"
"9236","DeeJay Dallas","202011150ram","SEA","0","0","0","0","0","0","0","0","","2","8","0","5","3","2","23","0","13","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","3","1.5","5","2.5","0","","2","-3","-1.5","26","13.0","-1.0","0","","0","0.0","0","89.6"
"9237","Freddie Swain","202011150ram","SEA","0","0","0","0","0","0","0","0","","0","0","0","0","4","3","37","0","21","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","9","3.0","28","9.3","8.3","0","","0","0.0","0","103.1"
"9238","Gerald Everett","202011150ram","LAR","0","0","0","0","0","0","0","0","","0","0","0","0","3","2","27","0","16","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","17","8.5","10","5.0","7.7","0","","1","33.3","0","95.1"
"9239","Greg Olsen","202011150ram","SEA","0","0","0","0","0","0","0","0","","0","0","0","0","4","2","33","0","22","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","25","12.5","8","4.0","9.8","0","","0","0.0","1","38.5"
"9240","Jacob Hollister","202011150ram","SEA","0","0","0","0","0","0","0","0","","0","0","0","0","1","1","6","0","6","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","5","5.0","1","1.0","5.0","0","","0","0.0","0","91.7"
"9241","Jared Goff","202011150ram","LAR","27","37","302","0","0","3","19","39","96.9","5","4","0","4","0","0","0","0","0","1","1","15","37.5","277","7.5","140","5.2","3.8","162","6.0","3","8.3%","4","11.1%","21","3","2","8","19.0%","2","2.5","2","4","0.8","0","0.0","0","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9242","Josh Reynolds","202011150ram","LAR","0","0","0","0","0","0","0","0","","0","0","0","0","10","8","94","0","21","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","58","7.3","36","4.5","10.1","0","","1","10.0","0","105.8"
"9243","Malcolm Brown","202011150ram","LAR","0","0","0","0","0","0","0","0","","6","33","2","13","2","2","18","0","11","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","23","3.8","10","1.7","0","","2","-6","-3.0","24","12.0","-3.0","0","","0","0.0","0","104.2"
"9244","Robert Woods","202011150ram","LAR","0","0","0","0","0","0","0","0","","1","3","0","3","6","5","33","0","8","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","3","3.0","0","0.0","0","","2","0","0.0","33","6.6","2.3","0","","0","0.0","0","89.6"
"9245","Russell Wilson","202011150ram","SEA","22","37","248","0","2","6","28","39","57.0","8","60","0","15","0","0","0","0","0","1","1","13","30.2","367","9.9","105","4.8","2.8","143","6.5","1","2.9%","8","22.9%","13","3","7","16","32.0%","7","8.6","3","58","7.3","2","0.3","0","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9246","Travis Homer","202011150ram","SEA","0","0","0","0","0","0","0","0","","0","0","0","0","3","3","19","0","12","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","0","0.0","19","6.3","0.0","0","","0","0.0","0","93.1"
"9247","Tyler Higbee","202011150ram","LAR","0","0","0","0","0","0","0","0","","0","0","0","0","6","3","60","0","39","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","32","10.7","28","9.3","12.7","0","","1","16.7","0","85.4"
"9248","Tyler Lockett","202011150ram","SEA","0","0","0","0","0","0","0","0","","0","0","0","0","9","5","66","0","39","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","40","8.0","26","5.2","17.3","0","","0","0.0","0","78.9"
"9249","Van Jefferson","202011150ram","LAR","0","0","0","0","0","0","0","0","","0","0","0","0","1","1","15","0","15","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","14","14.0","1","1.0","14.0","0","","0","0.0","0","118.7"
