"","Player","Game","Team","Cmp","PassAtt","PassYds","PassTD","PassInt","Sk","YdsLost","PassLng","Rate","RushAtt","RushYds","RushTD","RushLng","Tgt","Rec","RecYds","RecTD","RecLng","Fmb","FL","FirstDPass","FirstDPassPer","IAY","IAYPerPA","CAY","CAYPerCmp","CAYPerPA","PassYAC","YACPerCmp","PassDrops","DropPer","BadThrow","BadPer","Bltz","Hrry","Hits","Prss","PrssPer","Scrm","YdsPerScr","FirstDRush","RushYBC","YBCPerAtt","RushYAC","YACPerAtt","RushBrkTkl","AttPerBr","FirstDRec","RecYBC","YBCPerR","RecYAC","YACPerR","ADOT","RecBrkTkl","RecPerBr","RecDrop","DropPerRec","RecInt","Rat","fanPts"
"2952","Ty Johnson","202109190nyj","NYJ","0","0",0,0,0,"0","0","0","","12",50,0,"17","0",0,0,0,"0","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","34","2.8","16","1.3","1","12.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"2953","Tyler Kroft","202109190nyj","NYJ","0","0",0,0,0,"0","0","0","","0",0,0,"0","2",1,8,0,"8","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","3","3.0","5","5.0","7.5","0","","0","0.0","0","60.4",1.8
"2954","Zach Wilson","202109190nyj","NYJ","19","33",210,0,4,"4","26","35","37.0","3",19,0,"10","0",0,0,0,"0","0",0,"6","16.2","301","9.1","134","7.1","4.1","76","4.0","0",0,"9",27.3,"8","5","1","10",25.6,"2","10.0","1","19","6.3","0","0.0","0","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.3
"2955","Adam Trautman","202109260nwe","NOR","0","0",0,0,0,"0","0","0","","0",0,0,"0","1",0,0,0,"0","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","0","","0","","4.0","0","","0","0.0","0","39.6",0
"2956","Alex Armah","202109260nwe","NOR","0","0",0,0,0,"0","0","0","","1",5,0,"5","0",0,0,0,"0","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","3","3.0","2","2.0","0","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5
"2957","Alvin Kamara","202109260nwe","NOR","0","0",0,0,0,"0","0","0","","24",89,0,"11","4",3,29,1,"11","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","56","2.3","33","1.4","4","6.0","2","3","1.0","26","8.7","1.5","0","","0","0.0","0","134.4",20.8
"2958","Brandon Bolden","202109260nwe","NWE","0","0",0,0,0,"0","0","0","","3",-1,0,"0","4",3,23,0,"14","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","-1","-0.3","0","0.0","0","","1","8","2.7","15","5.0","5.5","1","3.0","0","0.0","0","88.5",5.2
"2959","Chris Hogan","202109260nwe","NOR","0","0",0,0,0,"0","0","0","","0",0,0,"0","1",0,0,0,"0","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","0","","0","","13.0","0","","0","0.0","0","39.6",0
"2960","Damien Harris","202109260nwe","NWE","0","0",0,0,0,"0","0","0","","6",14,0,"7","2",2,-3,0,"2","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","8","1.3","6","1.0","1","6.0","","-3","-1.5","0","0.0","-1.5","0","","0","0.0","0","79.2",3.1
"2961","Deonte Harris","202109260nwe","NOR","0","0",0,0,0,"0","0","0","","0",0,0,"0","3",3,31,0,"12","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","29","9.7","2","0.7","9.7","0","","0","0.0","0","109.7",6.1
"2962","Hunter Henry","202109260nwe","NWE","0","0",0,0,0,"0","0","0","","0",0,0,"0","6",5,36,0,"9","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","29","5.8","7","1.4","6.7","0","","0","0.0","1","52.1",8.6
"2963","J.J. Taylor","202109260nwe","NWE","0","0",0,0,0,"0","0","0","","1",2,0,"2","2",2,3,0,"4","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","1","1.0","1","1.0","0","","","2","1.0","1","0.5","1.0","0","","0","0.0","0","79.2",2.5
"2964","Jakobi Meyers","202109260nwe","NWE","0","0",0,0,0,"0","0","0","","0",0,0,"0","14",9,94,0,"27","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","79","8.8","15","1.7","12.4","0","","0","0.0","0","83.6",18.4
"2965","Jameis Winston","202109260nwe","NOR","13","21",128,2,0,"3","18","17","110.8","5",4,0,"3","0",0,0,0,"0","0",0,"9","37.5","208","9.9","82","6.3","3.9","46","3.5","0",0,"4",20,"6","0","3","6",23.1,"2","2.0","1","1","0.2","3","0.6","0","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.52
"2966","James White","202109260nwe","NWE","0","0",0,0,0,"0","0","0","","1",6,0,"6","1",0,0,0,"0","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","5","5.0","1","1.0","0","","0","0","","0","","24.0","0","","0","0.0","0","39.6",0.6
"2967","Jonnu Smith","202109260nwe","NWE","0","0",0,0,0,"0","0","0","","0",0,0,"0","6",1,4,0,"4","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","-4","-4.0","8","8.0","8.3","0","","2","33.3","1","0.0",1.4
"2968","Juwan Johnson","202109260nwe","NOR","0","0",0,0,0,"0","0","0","","0",0,0,"0","1",0,0,0,"0","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","0","","0","","25.0","0","","0","0.0","0","39.6",0
"2969","Kendrick Bourne","202109260nwe","NWE","0","0",0,0,0,"0","0","0","","0",0,0,"0","8",6,96,1,"31","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","63","10.5","33","5.5","18.1","3","2.0","0","0.0","0","154.2",21.6
"2970","Kenny Stills","202109260nwe","NOR","0","0",0,0,0,"0","0","0","","0",0,0,"0","3",1,17,0,"17","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","16","16.0","1","1.0","28.3","0","","0","0.0","0","53.5",2.7
"2971","Mac Jones","202109260nwe","NWE","30","51",270,1,3,"2","19","31","55.2","6",28,0,"12","0",0,0,0,"0","0",0,"10","18.9","633","12.4","183","6.1","3.6","87","2.9","2",3.9,"12",23.5,"14","1","9","12",21.4,"3","7.0","4","28","4.7","0","0.0","0","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.6
"2972","Marquez Callaway","202109260nwe","NOR","0","0",0,0,0,"0","0","0","","0",0,0,"0","5",4,41,1,"13","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","26","6.5","15","3.8","8.0","0","","0","0.0","0","140.4",14.1
"2973","Nelson Agholor","202109260nwe","NWE","0","0",0,0,0,"0","0","0","","0",0,0,"0","8",2,17,0,"13","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","9","4.5","8","4.0","22.5","0","","0","0.0","1","0.0",3.7
"2974","Taysom Hill","202109260nwe","NOR","0","0",0,0,0,"0","0","0","","6",32,1,"14","0",0,0,0,"0","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","16","2.7","16","2.7","2","3.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.2
"2975","Tony Jones","202109260nwe","NOR","0","0",0,0,0,"0","0","0","","2",12,0,"7","2",2,10,0,"6","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","9","4.5","3","1.5","0","","0","8","4.0","2","1.0","4.0","0","","0","0.0","0","87.5",4.2
"2976","Antonio Brown","202110030nwe","TAM","0","0",0,0,0,"0","0","0","","0",0,0,"0","11",7,63,0,"27","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","46","6.6","17","2.4","10.8","0","","1","9.1","0","79.0",13.3
"2977","Brandon Bolden","202110030nwe","NWE","0","0",0,0,0,"0","0","0","","1",0,0,"0","6",6,51,0,"15","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0.0","0","0.0","0","","3","-14","-2.3","65","10.8","-2.3","3","2.0","0","0.0","0","102.1",11.1
"2978","Cameron Brate","202110030nwe","TAM","0","0",0,0,0,"0","0","0","","0",0,0,"0","6",2,29,0,"18","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","21","10.5","8","4.0","14.0","0","","1","16.7","0","50.0",4.9
"2979","Chris Godwin","202110030nwe","TAM","0","0",0,0,0,"0","0","0","","0",0,0,"0","5",3,55,0,"28","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","42","14.0","13","4.3","15.8","0","","0","0.0","0","97.9",8.5
"2980","Codey McElroy","202110030nwe","TAM","0","0",0,0,0,"0","0","0","","0",0,0,"0","1",0,0,0,"0","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","0","","0","","11.0","0","","0","0.0","0","39.6",0
"2981","Damien Harris","202110030nwe","NWE","0","0",0,0,0,"0","0","0","","4",-4,0,"1","2",2,30,0,"21","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","-5","-1.3","1","0.3","0","","1","7","3.5","23","11.5","3.5","1","2.0","0","0.0","0","118.7",4.6
"2982","Hunter Henry","202110030nwe","NWE","0","0",0,0,0,"0","0","0","","0",0,0,"0","5",4,32,1,"11","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","25","6.3","7","1.8","6.4","1","4.0","0","0.0","0","132.9",13.2
"2983","J.J. Taylor","202110030nwe","NWE","0","0",0,0,0,"0","0","0","","1",0,0,"0","1",1,0,0,"0","1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","0","0.0","0","0.0","0","","","-2","-2.0","2","2.0","-2.0","0","","0","0.0","0","79.2",-1
"2984","Jakobi Meyers","202110030nwe","NWE","2","2",45,0,0,"0","0","30","118.7","0",0,0,"0","12",8,70,0,"21","0",0,"1","50.0","11","5.5","11","5.5","5.5","34","17.0","0",0,"0",0,"0","0","1","1",50,"0","",NA,NA,NA,NA,NA,NA,NA,"3","47","5.9","23","2.9","5.7","0","","1","8.3","0","81.9",16.8
"2985","Jonnu Smith","202110030nwe","NWE","0","0",0,0,0,"0","0","0","","0",0,0,"0","5",3,14,1,"12","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","-6","-2.0","20","6.7","0.4","0","","0","0.0","0","104.2",10.4
"2986","Kendrick Bourne","202110030nwe","NWE","0","0",0,0,0,"0","0","0","","0",0,0,"0","5",5,58,0,"17","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","45","9.0","13","2.6","9.0","0","","0","0.0","0","115.0",10.8
"2987","Leonard Fournette","202110030nwe","TAM","0","0",0,0,0,"0","0","0","","20",92,0,"21","5",3,47,0,"23","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","62","3.1","30","1.5","4","5.0","3","-5","-1.7","52","17.3","-1.4","0","","2","40.0","0","91.2",16.9
"2988","Mac Jones","202110030nwe","NWE","31","40",275,2,1,"4","25","21","101.6","1",-1,0,"-1","0",0,0,0,"0","0",0,"15","34.1","206","5.2","138","4.5","3.5","137","4.4","1",2.6,"1",2.6,"20","2","7","13",29.5,"0","","0","-1","-1.0","0","0.0","0","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.9
"2989","Mike Evans","202110030nwe","TAM","0","0",0,0,0,"0","0","0","","0",0,0,"0","12",7,75,0,"28","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","56","8.0","19","2.7","10.8","0","","1","8.3","0","76.7",14.5
"2990","N'Keal Harry","202110030nwe","NWE","0","0",0,0,0,"0","0","0","","0",0,0,"0","1",1,10,0,"10","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","10","10.0","0","0.0","10.0","0","","0","0.0","0","108.3",2
"2991","Nelson Agholor","202110030nwe","NWE","0","0",0,0,0,"0","0","0","","1",4,0,"4","5",3,55,0,"30","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","4","4.0","0","0.0","1","1.0","3","37","12.3","18","6.0","13.8","1","3.0","0","0.0","1","58.3",8.9
"2992","O.J. Howard","202110030nwe","TAM","0","0",0,0,0,"0","0","0","","0",0,0,"0","1",0,0,0,"0","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","0","","0","","4.0","0","","0","0.0","0","39.6",0
"2993","Ronald Jones II","202110030nwe","TAM","0","0",0,0,0,"0","0","0","","6",25,1,"8","0",0,0,0,"0","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","11","1.8","14","2.3","1","6.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.5
"2994","Tom Brady","202110030nwe","TAM","22","43",269,0,0,"1","8","28","70.8","4",3,0,"6","0",0,0,0,"0","0",0,"12","27.3","459","10.7","160","7.3","3.7","109","5.0","5",12.2,"13",31.7,"6","3","2","6",13.3,"1","6.0","1","0","0.0","3","0.8","0","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.06
"2995","Tyler Johnson","202110030nwe","TAM","0","0",0,0,0,"0","0","0","","0",0,0,"0","2",0,0,0,"0","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","0","","0","","20.0","0","","0","0.0","0","39.6",0
"2996","Brandon Bolden","202110240nwe","NWE","0","0",0,0,0,"0","0","0","","2",0,0,"0","7",6,79,1,"28","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0.0","0","0.0","0","","4","-2","-0.3","81","13.5","-0.9","0","","0","0.0","0","153.3",19.9
"2997","Brian Hoyer","202110240nwe","NWE","3","4",79,0,0,"0","0","29","116.7","3",-3,0,"-1","0",0,0,0,"0","0",0,"3","75.0","50","12.5","42","14.0","10.5","37","12.3","0",0,"0",0,"2","0","0","0",0,"0","","0","-3","-1.0","0","0.0","0","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.86
"2998","Corey Davis","202110240nwe","NYJ","0","0",0,0,0,"0","0","0","","0",0,0,"0","6",4,47,1,"22","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","43","10.8","4","1.0","11.0","0","","0","0.0","0","129.9",14.7
"2999","Damien Harris","202110240nwe","NWE","0","0",0,0,0,"0","0","0","","14",106,2,"32","2",2,7,0,"4","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7","76","5.4","30","2.1","0","","0","-1","-0.5","8","4.0","-0.5","0","","0","0.0","0","81.2",25.3
"3000","Denzel Mims","202110240nwe","NYJ","0","0",0,0,0,"0","0","0","","0",0,0,"0","2",1,6,0,"6","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","5","5.0","1","1.0","15.5","0","","0","0.0","0","56.2",1.6
"3001","Elijah Moore","202110240nwe","NYJ","0","0",0,0,0,"0","0","0","","1",19,1,"19","6",1,13,0,"13","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","17","17.0","2","2.0","0","","1","-2","-2.0","15","15.0","10.8","1","1.0","0","0.0","1","0.0",10.2
"3002","Gunner Olszewski","202110240nwe","NWE","0","0",0,0,0,"0","0","0","","0",0,0,"0","1",1,22,0,"22","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","13","13.0","9","9.0","13.0","1","1.0","0","0.0","0","118.7",3.2
"3003","Hunter Henry","202110240nwe","NWE","0","0",0,0,0,"0","0","0","","0",0,0,"0","4",2,23,1,"22","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","15","7.5","8","4.0","10.8","0","","0","0.0","0","107.3",10.3
"3004","J.J. Taylor","202110240nwe","NWE","0","0",0,0,0,"0","0","0","","9",21,2,"15","1",1,5,0,"5","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","16","1.8","5","0.6","0","","0","-2","-2.0","7","7.0","-2.0","0","","0","0.0","0","87.5",15.6
"3005","Jakob Johnson","202110240nwe","NWE","0","0",0,0,0,"0","0","0","","0",0,0,"0","2",2,32,0,"29","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","5","2.5","27","13.5","2.5","1","2.0","0","0.0","0","118.7",5.2
"3006","Jakobi Meyers","202110240nwe","NWE","0","0",0,0,0,"0","0","0","","0",0,0,"0","7",5,44,0,"19","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","30","6.0","14","2.8","9.4","0","","0","0.0","0","87.8",9.4
"3007","Jamison Crowder","202110240nwe","NYJ","0","0",0,0,0,"0","0","0","","0",0,0,"0","6",4,34,0,"21","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","23","5.8","11","2.8","5.0","0","","0","0.0","0","81.2",7.4
"3008","Jonnu Smith","202110240nwe","NWE","0","0",0,0,0,"0","0","0","","1",5,0,"5","5",2,52,0,"28","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","4","4.0","1","1.0","0","","2","5","2.5","47","23.5","10.8","0","","0","0.0","0","78.7",7.7
"3009","Keelan Cole","202110240nwe","NYJ","0","0",0,0,0,"0","0","0","","0",0,0,"0","2",1,6,0,"6","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","5","5.0","1","1.0","5.5","0","","0","0.0","0","56.2",1.6
"3010","Kendrick Bourne","202110240nwe","NWE","1","1",25,1,0,"0","0","25","158.3","0",0,0,"0","4",4,68,0,"46","0",0,"1","100.0","22","22.0","22","22.0","22.0","3","3.0","0",0,"0",0,"0","0","0","0",0,"0","",NA,NA,NA,NA,NA,NA,NA,"1","41","10.3","27","6.8","10.3","0","","0","0.0","0","118.7",15.8
"3011","Mac Jones","202110240nwe","NWE","24","36",307,2,0,"1","8","46","111.7","3",19,0,"13","0",0,0,0,"0","0",0,"13","35.1","268","7.4","103","4.3","2.9","204","8.5","0",0,"6",17.6,"9","2","1","4",10.3,"2","8.5","2","19","6.3","0","0.0","0","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.18
"3012","Michael Carter","202110240nwe","NYJ","0","0",0,0,0,"0","0","0","","11",37,0,"6","9",8,67,0,"16","1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","11","1.0","26","2.4","1","11.0","3","8","1.0","59","7.4","1.1","0","","0","0.0","0","97.7",16.4
"3013","Mike White","202110240nwe","NYJ","20","32",202,1,2,"1","8","22","64.8","0",0,0,"0","0",0,0,0,"0","0",0,"9","27.3","219","6.8","79","4.0","2.5","123","6.2","1",3.1,"6",18.8,"8","1","2","4",12.1,"0","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.08
"3014","N'Keal Harry","202110240nwe","NWE","0","0",0,0,0,"0","0","0","","0",0,0,"0","2",1,28,0,"28","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","27","27.0","1","1.0","17.5","0","","0","0.0","0","95.8",3.8
"3015","Nelson Agholor","202110240nwe","NWE","0","0",0,0,0,"0","0","0","","0",0,0,"0","5",2,51,1,"26","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","36","18.0","15","7.5","19.8","1","2.0","0","0.0","0","117.5",13.1
"3016","Ryan Griffin","202110240nwe","NYJ","0","0",0,0,0,"0","0","0","","0",0,0,"0","2",1,15,0,"15","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","15","15.0","0","0.0","19.5","0","","0","0.0","1","35.4",2.5
"3017","Trevon Wesco","202110240nwe","NYJ","0","0",0,0,0,"0","0","0","","0",0,0,"0","1",0,0,0,"0","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","0","","0","","-3.0","0","","0","0.0","0","39.6",0
"3018","Ty Johnson","202110240nwe","NYJ","0","0",0,0,0,"0","0","0","","5",6,0,"5","7",6,65,0,"21","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","5","1.0","1","0.2","0","","4","8","1.3","57","9.5","1.9","0","","1","14.3","0","105.4",13.1
"3019","Zach Wilson","202110240nwe","NYJ","6","10",51,0,0,"1","8","15","73.3","0",0,0,"0","0",0,0,0,"0","0",0,"4","36.4","41","4.1","26","4.3","2.6","25","4.2","0",0,"3",33.3,"2","3","2","6",54.5,"0","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.04
"3020","Adam Trautman","202110030nor","NOR","0","0",0,0,0,"0","0","0","","0",0,0,"0","1",1,3,0,"3","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1.0","2","2.0","1.0","0","","0","0.0","0","79.2",1.3
"3021","Alex Armah","202110030nor","NOR","0","0",0,0,0,"0","0","0","","1",2,0,"2","0",0,0,0,"0","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1.0","1","1.0","0","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2
"3022","Alvin Kamara","202110030nor","NOR","0","0",0,0,0,"0","0","0","","26",120,0,"10","0",0,0,0,"0","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","58","2.2","62","2.4","3","8.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12
"3023","Chris Hogan","202110030nor","NOR","0","0",0,0,0,"0","0","0","","0",0,0,"0","2",2,15,0,"9","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","3","1.5","12","6.0","1.5","0","","0","0.0","0","97.9",3.5
"3024","Daniel Jones","202110030nor","NYG","28","40",402,2,1,"0","0","54","108.5","4",27,0,"20","0",0,0,0,"0","0",0,"17","42.5","375","9.4","199","7.1","5.0","203","7.3","2",5.4,"5",13.5,"16","3","6","9",20.9,"3","8.3","1","27","6.8","0","0.0","0","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.78
"3025","Deonte Harris","202110030nor","NOR","0","0",0,0,0,"0","0","0","","0",0,0,"0","8",5,52,0,"18","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","-3","-0.6","55","11.0","8.6","0","","0","0.0","1","41.7",10.2
